
#v3
2017-09-30T12:41:33.000Z G  43.616878 -71.166043 585.301856 0.00 0 249 *
2017-09-30T12:41:33.000Z A 1  0.000  1.687  1.687  0.000  1.883  1.883  0.000  8.473  8.473 *
2017-09-30T15:19:37.000Z A 841 -4.550 -0.037  8.473 -12.670  1.285  20.045 -20.084  8.511  20.045 *
2017-09-30T15:19:38.000Z A 825 -7.100  0.017  6.590 -2.079  1.330  8.041 -7.061  9.163  20.045 *
2017-09-30T15:19:39.000Z G  43.609368 -71.098270 707.677188 0.01 8 132 *
2017-09-30T15:19:39.000Z A 812 -5.962  0.079  7.453 -6.080  1.273  10.003 -10.042  8.657  20.045 *
2017-09-30T15:19:40.000Z A 825 -4.668  0.337  7.257 -6.551  1.239  20.045 -8.904  8.824  20.045 *
2017-09-30T15:19:41.000Z A 828 -4.472  0.263  2.667 -1.765  1.383  10.983  1.765  9.350  16.514 *
2017-09-30T15:19:42.000Z G  43.609282 -71.098027 703.740180 0.01 8 120 *
2017-09-30T15:19:42.000Z A 826 -2.824  0.139  5.139 -4.354  1.346  6.943 -2.432  9.505  20.045 *
2017-09-30T15:19:43.000Z A 842 -7.218  0.119  6.786 -11.454  1.303  20.045 -15.298  8.830  20.045 *
2017-09-30T15:19:44.000Z A 825 -10.434  0.207  15.495 -20.084  1.005  20.045 -8.983  8.772  20.045 *
2017-09-30T15:19:45.000Z G  43.609172 -71.097802 704.068264 0.01 8 125 *
2017-09-30T15:19:45.000Z A 839 -16.946  0.167  9.297 -10.787  1.543  19.339 -12.670  8.372  20.045 *
2017-09-30T15:19:46.000Z A 827 -4.119 -0.025  2.707 -3.727  1.423  8.081  2.667  9.427  20.045 *
2017-09-30T15:19:47.000Z A 828 -11.140  0.140  20.045 -18.593  1.294  17.024 -12.160  8.857  20.045 *
2017-09-30T15:19:48.000Z G  43.609065 -71.097577 703.084012 0.01 8 126 *
2017-09-30T15:19:48.000Z A 839 -20.084  0.134  20.045 -20.084  1.172  20.045 -20.084  8.104  20.045 *
2017-09-30T15:19:49.000Z A 819 -10.160  0.024  5.217 -8.041  1.506  13.023 -12.670  8.860  20.045 *
2017-09-30T15:19:50.000Z A 841 -4.864  0.182  6.708 -2.001  1.589  8.904 -1.530  9.321  20.045 *
2017-09-30T15:19:51.000Z G  43.608953 -71.097360 708.333356 0.01 8 127 *
2017-09-30T15:19:51.000Z A 831 -3.334  0.226  2.550 -2.314  1.458  9.532  0.275  9.331  20.045 *
2017-09-30T15:19:52.000Z A 827 -5.766  0.148  4.511 -2.942  1.461  11.729 -15.495  9.219  20.045 *
2017-09-30T15:19:53.000Z A 841 -4.119  0.208  3.766 -3.020  1.528  11.533 -0.353  9.338  20.045 *
2017-09-30T15:19:54.000Z G  43.608822 -71.097162 709.973776 0.01 7 131 *
2017-09-30T15:19:54.000Z A 819 -3.295  0.142  4.590 -2.236  1.484  8.669 -4.433  9.181  20.045 *
2017-09-30T15:19:55.000Z A 828 -20.084  0.109  20.045 -20.084  1.388  18.829 -1.961  9.378  20.045 *
2017-09-30T15:19:56.000Z A 824 -20.084 -0.299  7.414 -4.315  1.556  20.045 -20.084  8.730  20.045 *
2017-09-30T15:19:57.000Z G  43.608712 -71.096953 711.614196 0.01 8 124 *
2017-09-30T15:19:57.000Z A 828 -20.084 -0.281  14.867 -20.084  1.506  20.045 -20.084  8.241  20.045 *
2017-09-30T15:19:58.000Z A 843 -9.611 -0.033  7.335 -5.217  1.454  11.297  0.196  9.112  20.045 *
2017-09-30T15:19:59.000Z A 828 -6.355 -0.074  4.001 -3.295  1.567  9.101 -2.118  9.097  20.045 *
2017-09-30T15:20:00.000Z G  43.608597 -71.096747 718.832044 0.01 8 132 *
2017-09-30T15:20:00.000Z A 837 -2.824 -0.110  4.119 -4.472  1.445  5.806  1.922  9.504  20.045 *
2017-09-30T15:20:01.000Z A 827 -3.883 -0.025  4.001 -3.020  1.390  7.610 -1.294  9.149  20.045 *
2017-09-30T15:20:02.000Z A 827 -11.140 -0.031  4.237 -3.256  1.401  9.885 -5.727  8.818  20.045 *
2017-09-30T15:20:03.000Z G  43.608475 -71.096533 724.737556 0.01 8 128 *
2017-09-30T15:20:03.000Z A 842 -18.201  0.161  20.045 -20.084  1.284  20.045 -10.473  8.973  20.045 *
2017-09-30T15:20:04.000Z A 820 -10.238  0.085  20.045 -10.317  1.390  20.045 -20.084  8.060  20.045 *
2017-09-30T15:20:05.000Z A 843 -8.120  0.188  7.100 -2.040  1.588  12.043 -2.354  9.324  20.045 *
2017-09-30T15:20:06.000Z G  43.608342 -71.096315 726.706060 0.01 9 134 *
2017-09-30T15:20:06.000Z A 825 -20.084 -0.075  20.045 -20.084  1.804  20.045 -20.084  7.299  20.045 *
2017-09-30T15:20:07.000Z A 826 -5.727 -0.097  6.551 -5.178  1.357  13.651 -11.023  8.685  20.045 *
2017-09-30T15:20:08.000Z A 841 -20.084 -0.269  11.846 -7.728  0.984  12.043 -7.767  8.547  20.045 *
2017-09-30T15:20:09.000Z G  43.608203 -71.096093 726.706060 0.01 9 130 *
2017-09-30T15:20:09.000Z A 823 -5.609  0.037  19.496 -6.276  1.321  20.045 -14.004  8.758  20.045 *
2017-09-30T15:20:10.000Z A 842 -12.121  0.239  7.767 -18.790  1.012  8.944 -9.179  9.078  20.045 *
2017-09-30T15:20:11.000Z A 809 -5.099  0.124  3.530 -3.099  1.373  20.045 -11.376  8.918  20.045 *
2017-09-30T15:20:12.000Z G  43.608057 -71.095877 733.923908 0.01 9 133 *
2017-09-30T15:20:12.000Z A 827 -5.217  0.312  7.649 -2.864  1.263  10.160 -8.120  9.100  20.045 *
2017-09-30T15:20:13.000Z A 841 -14.592  0.274  11.101 -20.084  0.628  20.045 -15.298  8.632  20.045 *
2017-09-30T15:20:14.000Z A 820 -5.492  0.174  4.982 -5.884  1.325  10.356  0.157  9.306  20.045 *
2017-09-30T15:20:15.000Z G  43.607955 -71.095638 729.330732 0.01 7 126 *
2017-09-30T15:20:15.000Z A 839 -8.473 -0.082  8.198 -7.610  1.583  19.025 -20.084  8.609  20.045 *
2017-09-30T15:20:16.000Z A 831 -7.100  0.007  3.530 -2.275  1.442  14.828 -0.353  9.424  20.045 *
2017-09-30T15:20:17.000Z A 827 -20.084 -0.215  20.045 -20.084  1.127  16.122 -20.084  8.652  20.045 *
2017-09-30T15:20:18.000Z G  43.607857 -71.095410 730.643068 0.01 7 127 *
2017-09-30T15:20:18.000Z A 842 -12.984 -0.054  9.258 -18.554  1.305  11.219 -8.748  9.151  20.045 *
2017-09-30T15:20:19.000Z A 823 -8.512  0.123  10.748 -12.631  0.989  11.493 -8.041  8.947  20.045 *
2017-09-30T15:20:20.000Z A 841 -6.825 -0.018  8.002 -15.926  1.045  11.258 -0.118  10.083  650.573 *
2017-09-30T15:20:21.000Z G  43.607728 -71.095208 732.611572 0.01 8 130 *
2017-09-30T15:20:21.000Z A 826 -6.355  0.224  14.749 -20.084  1.439  17.966 -20.084  8.531  20.045 *
2017-09-30T15:20:22.000Z A 826 -7.767  0.082  7.885 -5.806  1.362  14.592 -6.708  8.988  20.045 *
2017-09-30T15:20:23.000Z A 842 -10.826 -0.062  5.649 -11.297  1.310  10.199 -13.298  8.663  20.045 *
2017-09-30T15:20:24.000Z G  43.607618 -71.095003 731.955404 0.01 7 127 *
2017-09-30T15:20:24.000Z A 819 -3.138  0.074  5.021 -3.177  1.400  8.120  0.510  9.377  20.045 *
2017-09-30T15:20:25.000Z A 820 -5.609 -0.088  3.217 -1.844  1.350  12.160 -0.745  9.318  20.045 *
2017-09-30T15:20:26.000Z A 829 -20.084 -0.226  13.298 -10.709  1.272  20.045 -20.084  7.822  20.045 *
2017-09-30T15:20:27.000Z G  43.607518 -71.094798 727.034144 0.01 7 124 *
2017-09-30T15:20:27.000Z A 825 -6.708  0.144  9.375 -12.317  1.088  8.473 -17.377  9.047  20.045 *
2017-09-30T15:20:28.000Z A 840 -9.375  0.103  8.277 -10.434  1.367  15.142 -6.433  9.203  20.045 *
2017-09-30T15:20:29.000Z A 821 -6.943  0.362  20.045 -11.572  1.417  14.553 -20.084  8.296  20.045 *
2017-09-30T15:20:30.000Z G  43.607417 -71.094598 729.986900 0.01 7 136 *
2017-09-30T15:20:30.000Z A 840 -8.277  0.385  8.198 -20.084  1.247  20.045 -20.084  8.684  20.045 *
2017-09-30T15:20:31.000Z A 828 -6.198  0.352  5.923 -6.394  1.314  17.142 -0.353  9.263  20.045 *
2017-09-30T15:20:32.000Z A 821 -4.158  0.401  7.885 -5.962  1.271  12.160 -1.334  9.359  20.045 *
2017-09-30T15:20:33.000Z G  43.607325 -71.094397 736.220496 0.01 7 123 *
2017-09-30T15:20:33.000Z A 841 -4.080  0.454  14.867 -20.084  1.088  20.045 -20.084  8.708  20.045 *
2017-09-30T15:20:34.000Z A 818 -4.472  0.118  4.943 -9.375  1.457  12.043 -4.001  9.173  20.045 *
2017-09-30T15:20:35.000Z A 842 -4.746  0.233  6.198 -1.765  1.339  6.198  0.196  9.182  20.045 *
2017-09-30T15:20:36.000Z G  43.607213 -71.094193 730.314984 0.01 7 126 *
2017-09-30T15:20:36.000Z A 827 -4.982  0.206  20.045 -20.084  1.214  20.045 -20.084  8.551  20.045 *
2017-09-30T15:20:37.000Z A 827 -15.573  0.189  13.533 -20.084  1.055  20.045 -20.084  8.664  20.045 *
2017-09-30T15:20:38.000Z A 824 -20.084 -0.021  8.787 -7.296  1.250  20.045 -19.417  8.465  20.045 *
2017-09-30T15:20:39.000Z G  43.607095 -71.093998 727.362228 0.01 7 137 *
2017-09-30T15:20:39.000Z A 826 -4.825  0.226  13.298 -10.591  1.395  12.160 -0.667  9.094  20.045 *
2017-09-30T15:20:40.000Z A 838 -20.084  0.045  18.868 -20.084  1.071  20.045 -14.749  8.790  20.045 *
2017-09-30T15:20:41.000Z A 830 -8.198  0.064  20.045 -13.415  0.924  15.691 -20.084  9.113  20.045 *
2017-09-30T15:20:42.000Z G  43.606998 -71.093795 720.472464 0.01 7 125 *
2017-09-30T15:20:42.000Z A 829 -3.334 -0.012  3.727 -4.550  0.951  5.492  0.275  9.361  19.731 *
2017-09-30T15:20:43.000Z A 837 -4.119 -0.041  7.022 -4.511  1.028  13.062 -1.216  9.578  20.045 *
2017-09-30T15:20:44.000Z A 819 -16.475  0.124  17.573 -20.084  0.796  20.045 -20.045  8.680  20.045 *
2017-09-30T15:20:45.000Z G  43.606900 -71.093593 717.519708 0.01 7 125 *
2017-09-30T15:20:45.000Z A 840 -15.808  0.181  20.045 -19.260  0.583  20.045 -7.335  8.961  20.045 *
2017-09-30T15:20:46.000Z A 826 -3.883  0.197  8.395 -4.354  0.998  11.493 -6.982  9.222  20.045 *
2017-09-30T15:20:47.000Z A 829 -12.003  0.346  20.045 -20.084  0.538  20.045 -12.160  8.273  20.045 *
2017-09-30T15:20:48.000Z G  43.606810 -71.093387 715.551204 0.01 7 124 *
2017-09-30T15:20:48.000Z A 837 -6.943 -0.035  14.435 -10.238  0.830  20.045 -4.903  8.798  20.045 *
2017-09-30T15:20:49.000Z A 819 -6.512  0.129  7.924 -5.452  0.937  17.221 -1.098  9.522  20.045 *
2017-09-30T15:20:50.000Z A 841 -8.787  0.319  20.045 -8.551  1.032  16.005 -20.084  8.642  20.045 *
2017-09-30T15:20:51.000Z G  43.606708 -71.093183 712.926532 0.01 7 128 *
2017-09-30T15:20:51.000Z A 821 -7.924  0.192  20.045 -20.084  0.670  20.045 -18.280  8.626  20.045 *
2017-09-30T15:20:52.000Z A 838 -10.277 -0.004  20.045 -20.084  0.553  20.045 -18.750  8.615  20.045 *
2017-09-30T15:20:53.000Z A 831 -4.629  0.221  6.904 -3.334  0.979  6.512 -1.451  9.296  20.045 *
2017-09-30T15:20:54.000Z G  43.606610 -71.092978 712.598448 0.01 7 129 *
2017-09-30T15:20:54.000Z A 812 -8.473  0.223  20.045 -6.982  0.892  18.986 -4.315  8.995  20.045 *
2017-09-30T15:20:55.000Z A 843 -10.905  0.128  20.045 -16.554  1.018  20.045 -6.472  8.507  20.045 *
2017-09-30T15:20:56.000Z A 829 -8.198  0.271  10.317 -8.591  1.012  20.045 -3.138  9.164  20.045 *
2017-09-30T15:20:57.000Z G  43.606498 -71.092773 708.005272 0.01 7 125 *
2017-09-30T15:20:57.000Z A 826 -2.628  0.277  4.982 -4.550  0.961  4.197  0.510  9.324  16.710 *
2017-09-30T15:20:58.000Z A 841 -11.846  0.117  9.767 -16.554  1.098  20.045 -7.767  8.786  20.045 *
2017-09-30T15:20:59.000Z A 824 -8.748  0.146  18.593 -13.141  0.897  16.946 -2.667  8.980  20.045 *
2017-09-30T15:21:00.000Z G  43.606407 -71.092562 706.036768 0.01 7 123 *
2017-09-30T15:21:00.000Z A 836 -7.571  0.016  5.178 -8.630  1.024  20.045 -4.080  9.279  20.045 *
2017-09-30T15:21:01.000Z A 827 -4.315  0.011  6.786 -5.374  0.926  20.045 -4.903  9.431  20.045 *
2017-09-30T15:21:02.000Z A 827 -10.356 -0.101  10.630 -6.433  1.235  20.045 -7.414  9.063  20.045 *
2017-09-30T15:21:03.000Z G  43.606325 -71.092343 697.834668 0.01 7 127 *
2017-09-30T15:21:03.000Z A 841 -9.101 -0.124  7.492 -8.159  1.033  10.591 -0.902  9.218  20.045 *
2017-09-30T15:21:04.000Z A 804 -4.393 -0.103  3.099 -2.667  1.012  4.080  4.237  9.352  17.377 *
2017-09-30T15:21:05.000Z A 841 -5.766 -0.108  7.767 -4.943  0.973  10.826 -0.628  9.205  20.045 *
2017-09-30T15:21:06.000Z G  43.606232 -71.092127 692.585324 0.01 7 125 *
2017-09-30T15:21:06.000Z A 828 -6.198 -0.130  19.103 -12.278  0.994  15.691 -4.864  8.937  20.045 *
2017-09-30T15:21:07.000Z A 830 -20.084 -0.444  20.045 -19.260  0.862  20.045 -18.123  8.298  20.045 *
2017-09-30T15:21:08.000Z A 838 -6.394 -0.014  6.276 -3.138  1.041  18.986 -2.981  9.312  20.045 *
2017-09-30T15:21:09.000Z G  43.606123 -71.091920 688.320232 0.01 7 128 *
2017-09-30T15:21:09.000Z A 820 -6.119 -0.012  3.570 -8.081  0.795  18.986 -0.118  9.431  20.045 *
2017-09-30T15:21:10.000Z A 841 -7.178  0.060  9.179 -5.217  0.794  9.964  0.471  9.456  20.045 *
2017-09-30T15:21:11.000Z A 827 -13.298 -0.002  16.083 -20.084  0.845  20.045 -2.432  8.969  20.045 *
2017-09-30T15:21:12.000Z G  43.606018 -71.091703 682.414720 0.01 7 130 *
2017-09-30T15:21:12.000Z A 828 -13.808 -0.156  11.219 -19.652  0.802  20.045 -4.472  8.769  20.045 *
2017-09-30T15:21:13.000Z A 838 -6.825  0.094  6.119 -4.668  1.075  8.904 -0.863  9.281  20.045 *
2017-09-30T15:21:14.000Z A 820 -11.611  0.080  6.551 -12.396  0.999  19.888 -3.609  9.081  20.045 *
2017-09-30T15:21:15.000Z G  43.605912 -71.091485 682.086636 0.01 8 123 *
2017-09-30T15:21:15.000Z A 839 -4.315  0.039  9.218 -9.728  0.907  15.848 -12.278  9.092  20.045 *
2017-09-30T15:21:16.000Z A 829 -5.060  0.027  6.002 -7.728  0.981  10.238 -1.844  9.297  20.045 *
2017-09-30T15:21:17.000Z A 830 -20.084 -0.190  20.045 -20.084  0.245  20.045 -20.084  8.175  20.045 *
2017-09-30T15:21:18.000Z G  43.605783 -71.091268 678.149628 0.01 8 129 *
2017-09-30T15:21:18.000Z A 841 -8.434 -0.013  6.629 -7.610  1.001  16.358 -4.197  9.109  20.045 *
2017-09-30T15:21:19.000Z A 809 -7.414 -0.197  6.433 -4.943  1.162  17.260 -0.941  9.372  20.045 *
2017-09-30T15:21:20.000Z A 840 -7.022 -0.205  11.690 -12.317  0.837  13.925 -10.473  9.120  20.045 *
2017-09-30T15:21:21.000Z G  43.605645 -71.091053 674.212620 0.01 8 131 *
2017-09-30T15:21:21.000Z A 823 -8.591  0.301  14.632 -17.103  0.744  20.045 -5.296  8.587  20.045 *
2017-09-30T15:21:22.000Z A 830 -8.551 -0.003  7.845 -7.178  1.031  16.710 -2.981  8.805  20.045 *
2017-09-30T15:21:23.000Z A 841 -10.709  0.152  15.887 -11.454  0.963  20.045 -10.748  8.904  20.045 *
2017-09-30T15:21:24.000Z G  43.605505 -71.090847 666.666688 0.01 8 134 *
2017-09-30T15:21:24.000Z A 817 -18.005  0.256  8.238 -10.199  1.060  14.867 -3.883  8.824  20.045 *
2017-09-30T15:21:25.000Z A 842 -3.727  0.058  3.844 -2.824  1.120  7.571  1.647  9.610  20.045 *
2017-09-30T15:21:26.000Z A 827 -4.786  0.200  5.649 -5.413  0.993  7.885  0.941  9.356  20.045 *
2017-09-30T15:21:27.000Z G  43.605368 -71.090638 664.042016 0.01 8 133 *
2017-09-30T15:21:27.000Z A 830 -4.982  0.176  12.631 -9.414  1.025  13.180 -4.433  8.992  20.045 *
2017-09-30T15:21:28.000Z A 843 -14.278  0.193  12.866 -20.084  1.199  20.045 -14.161  8.442  20.045 *
2017-09-30T15:21:29.000Z A 821 -10.748  0.168  11.768 -12.435  0.666  20.045 -9.728  8.625  20.045 *
2017-09-30T15:21:30.000Z G  43.605230 -71.090433 662.401596 0.01 8 132 *
2017-09-30T15:21:30.000Z A 840 -6.002  0.133  3.452 -4.276  1.051  7.453  1.412  9.274  18.829 *
2017-09-30T15:21:31.000Z A 829 -20.084  0.018  10.317 -16.671  0.908  20.045 -6.668  8.800  20.045 *
2017-09-30T15:21:32.000Z A 825 -20.084  0.003  5.296 -20.084  0.861  20.045 -13.455  8.460  20.045 *
2017-09-30T15:21:33.000Z G  43.605095 -71.090230 660.433092 0.01 8 133 *
2017-09-30T15:21:33.000Z A 841 -10.670  0.075  19.849 -12.396  1.267  20.045 -16.750  8.591  20.045 *
2017-09-30T15:21:34.000Z A 825 -18.162  0.301  20.045 -20.084  0.708  20.045 -20.084  7.690  20.045 *
2017-09-30T15:21:35.000Z A 822 -20.084  0.169  20.045 -12.788  1.122  20.045 -20.084  9.164  20.045 *
2017-09-30T15:21:36.000Z G  43.604958 -71.090037 658.136504 0.01 8 133 *
2017-09-30T15:21:36.000Z A 822 -10.513  0.291  14.788 -11.807  0.873  20.045 -13.180  8.467  20.045 *
2017-09-30T15:21:37.000Z A 827 -20.084  0.227  20.045 -20.084  0.683  20.045 -20.084  8.181  20.045 *
2017-09-30T15:21:38.000Z A 841 -20.084 -0.164  9.297 -16.005  0.917  20.045 -17.024  8.726  20.045 *
2017-09-30T15:21:39.000Z G  43.604822 -71.089845 656.496084 0.01 8 133 *
2017-09-30T15:21:39.000Z A 825 -5.452  0.181  19.339 -11.297  1.088  20.045 -3.609  9.388  20.045 *
2017-09-30T15:21:40.000Z A 842 -17.299  0.062  10.395 -12.474  0.880  20.045 -3.805  8.739  20.045 *
2017-09-30T15:21:41.000Z A 829 -4.668  0.287  18.476 -7.218  1.097  20.045 -3.923  9.083  20.045 *
2017-09-30T15:21:42.000Z G  43.604687 -71.089658 654.527580 0.01 8 133 *
2017-09-30T15:21:42.000Z A 830 -11.376  0.174  20.045 -10.552  1.103  19.966 -5.962  8.967  20.045 *
2017-09-30T15:21:43.000Z A 843 -10.826  0.407  8.277 -17.534  0.847  20.045 -20.084  8.498  20.045 *
2017-09-30T15:21:44.000Z A 820 -3.648  0.191  4.511 -3.217  1.123  6.825  1.569  9.443  20.045 *
2017-09-30T15:21:45.000Z G  43.604553 -71.089470 652.887160 0.01 8 132 *
2017-09-30T15:21:45.000Z A 843 -14.122  0.267  20.045 -20.084  0.748  20.045 -12.043  8.851  20.045 *
2017-09-30T15:21:46.000Z A 828 -4.197  0.382  5.335 -4.080  1.090  17.456 -1.569  9.298  20.045 *
2017-09-30T15:21:47.000Z A 832 -6.080  0.277  6.904 -9.493  1.168  20.045 -6.080  8.953  20.045 *
2017-09-30T15:21:48.000Z G  43.604423 -71.089280 651.246740 0.01 8 133 *
2017-09-30T15:21:48.000Z A 823 -2.824  0.314  4.040 -3.334  0.975  5.021  3.687  9.375  18.005 *
2017-09-30T15:21:49.000Z A 822 -7.885  0.595  20.045 -20.084  0.852  20.045 -5.217  8.908  20.045 *
2017-09-30T15:21:50.000Z A 842 -10.277  0.454  11.493 -10.591  0.856  19.535 -2.785  8.977  20.045 *
2017-09-30T15:21:51.000Z G  43.604295 -71.089092 649.606320 0.01 7 127 *
2017-09-30T15:21:51.000Z A 827 -5.256  0.576  9.336 -6.590  0.781  7.688 -3.883  8.954  20.045 *
2017-09-30T15:21:52.000Z A 829 -3.334  0.527  4.982 -2.550  0.957  4.001 -0.275  9.399  14.475 *
2017-09-30T15:21:53.000Z A 837 -5.139  0.251  4.158 -14.985  1.104  20.045 -4.825  9.022  20.045 *
2017-09-30T15:21:54.000Z G  43.604172 -71.088903 649.606320 0.01 7 131 *
2017-09-30T15:21:54.000Z A 823 -4.550  0.307  5.766 -3.766  0.991  9.924 -0.706  9.449  20.045 *
2017-09-30T15:21:55.000Z A 842 -20.084 -0.052  14.553 -19.064  0.879  15.181 -3.923  8.887  20.045 *
2017-09-30T15:21:56.000Z A 825 -3.923  0.351  2.981 -1.726  1.009  5.923  0.667  9.468  20.045 *
2017-09-30T15:21:57.000Z G  43.604055 -71.088713 649.606320 0.01 7 130 *
2017-09-30T15:21:57.000Z A 829 -2.824  0.397  7.139 -4.786  1.031  12.356 -2.824  9.264  20.045 *
2017-09-30T15:21:58.000Z A 843 -6.629  0.274  5.531 -10.591  0.852  13.965 -3.805  9.213  20.045 *
2017-09-30T15:21:59.000Z A 818 -9.414  0.083  6.708 -8.238  1.001  18.044 -6.080  9.000  20.045 *
2017-09-30T15:22:00.000Z G  43.603927 -71.088518 648.293984 0.01 8 132 *
2017-09-30T15:22:00.000Z A 842 -3.570  0.318  4.354 -2.118  0.863  5.256  0.275  9.383  18.044 *
2017-09-30T15:22:01.000Z A 828 -4.943  0.447  10.160 -13.455  0.804  15.691 -3.648  9.288  20.045 *
2017-09-30T15:22:02.000Z A 830 -6.041  0.468  6.316 -6.865  0.807  9.375 -0.863  9.439  20.045 *
2017-09-30T15:22:03.000Z G  43.603798 -71.088337 645.341228 0.01 7 133 *
2017-09-30T15:22:03.000Z A 841 -20.084  0.354  20.045 -20.084  0.443  20.045 -9.532  8.588  20.045 *
2017-09-30T15:22:04.000Z A 798 -2.354  0.460  3.413 -1.412  0.702  3.570  2.471  9.365  18.201 *
2017-09-30T15:22:05.000Z A 838 -4.472  0.394  20.045 -7.610  0.802  20.045 -7.924  9.054  20.045 *
2017-09-30T15:22:06.000Z G  43.603660 -71.088167 645.013144 0.01 7 133 *
2017-09-30T15:22:06.000Z A 827 -5.688  0.300  7.375 -7.963  0.476  11.886 -1.726  9.278  20.045 *
2017-09-30T15:22:07.000Z A 829 -3.099  0.036  3.609 -6.472  0.237  6.668  1.294  9.501  19.103 *
2017-09-30T15:22:08.000Z A 841 -11.258  0.044  10.748 -12.945  0.713  19.966 -11.062  8.988  20.045 *
2017-09-30T15:22:09.000Z G  43.603540 -71.088007 644.028892 0.01 6 133 *
2017-09-30T15:22:09.000Z A 822 -8.904  0.198  7.178 -6.198  0.829  11.807 -4.903  9.254  20.045 *
2017-09-30T15:22:10.000Z A 840 -5.021  0.054  3.138 -2.236  0.831  4.668  0.431  9.303  20.045 *
2017-09-30T15:22:11.000Z A 828 -9.846  0.223  15.730 -7.767  0.783  14.906 -5.766  9.201  20.045 *
2017-09-30T15:22:12.000Z A 827 -4.080  0.087  3.844 -3.256  0.857  7.806  1.138  9.417  15.377 *
2017-09-30T15:22:13.000Z G  43.603415 -71.087827 642.388472 0.01 5 133 *
2017-09-30T15:22:13.000Z A 837 -6.904  0.047  4.982 -9.964  0.854  12.043 -3.727  9.353  20.045 *
2017-09-30T15:22:14.000Z A 823 -4.511  0.089  3.413 -2.981  0.801  6.159  0.510  9.555  17.495 *
2017-09-30T15:22:15.000Z A 841 -8.355 -0.012  5.452 -6.943  0.818  4.825 -2.158  9.449  20.045 *
2017-09-30T15:22:16.000Z A 825 -4.315  0.060  3.648 -2.864  0.875  5.217 -0.039  9.516  17.456 *
2017-09-30T15:22:17.000Z G  43.603302 -71.087657 641.404220 0.01 5 133 *
2017-09-30T15:22:17.000Z A 818 -12.435 -0.032  6.904 -7.022  0.709  9.061 -7.767  9.474  20.045 *
2017-09-30T15:22:18.000Z A 840 -7.218  0.038  7.532 -7.335  0.764  11.650 -0.314  9.528  20.045 *
2017-09-30T15:22:19.000Z A 819 -5.609 -0.006  5.256 -5.923  0.870  13.612 -4.119  9.416  20.045 *
2017-09-30T15:22:20.000Z A 841 -5.335  0.166  6.276 -5.374  0.910  20.045 -1.569  9.600  20.045 *
2017-09-30T15:22:21.000Z G  43.603188 -71.087497 640.419968 0.01 5 132 *
2017-09-30T15:22:21.000Z A 826 -13.886  0.194  11.376 -7.571  0.842  19.770 -4.354  9.218  20.045 *
2017-09-30T15:22:22.000Z A 826 -4.668  0.189  4.864 -8.944  0.797  9.258 -3.060  9.509  20.045 *
2017-09-30T15:22:23.000Z A 843 -6.512  0.163  3.727 -6.159  0.832  8.355 -1.530  9.477  20.045 *
2017-09-30T15:22:24.000Z A 822 -4.550  0.319  4.393 -4.943  0.802  5.962  0.510  9.329  19.378 *
2017-09-30T15:22:25.000Z G  43.603083 -71.087347 639.435716 0.01 4 133 *
2017-09-30T15:22:25.000Z A 841 -2.746  0.183  3.452 -3.020  0.900  4.786  2.158  9.427  16.279 *
2017-09-30T15:22:26.000Z A 824 -6.551  0.164  3.805 -5.962  0.878  13.102 -6.472  9.490  20.045 *
2017-09-30T15:22:27.000Z A 827 -4.276  0.228  3.491 -3.805  0.835  8.198  2.510  9.514  15.102 *
2017-09-30T15:22:28.000Z A 841 -11.454  0.297  20.045 -20.084  0.543  8.865 -17.887  8.930  20.045 *
2017-09-30T15:22:29.000Z A 822 -4.080  0.231  4.237 -3.020  0.844  4.550  2.314  9.517  16.828 *
2017-09-30T15:22:30.000Z G  43.602965 -71.087173 638.779548 0.01 4 133 *
2017-09-30T15:22:30.000Z A 841 -6.276  0.208  5.060 -6.708  0.719  7.178 -1.412  9.461  20.045 *
2017-09-30T15:22:31.000Z A 826 -6.904  0.186  4.629 -3.099  0.774  5.413 -1.491  9.521  19.574 *
2017-09-30T15:22:32.000Z A 832 -3.962  0.113  4.315 -2.118  0.748  4.629  2.001  9.605  16.318 *
2017-09-30T15:22:33.000Z A 824 -13.376 -0.050  7.845 -5.217  1.010  10.434 -0.784  9.491  20.045 *
2017-09-30T15:22:34.000Z A 817 -3.334  0.148  3.883 -2.393  0.973  6.433  1.216  9.466  16.044 *
2017-09-30T15:22:35.000Z G  43.602857 -71.087008 637.795296 0.01 4 132 *
2017-09-30T15:22:35.000Z A 843 -2.432  0.213  3.530 -1.726  0.903  4.040  3.373  9.418  17.103 *
2017-09-30T15:22:36.000Z A 827 -8.669  0.170  5.060 -5.609  0.939  12.945 -3.687  9.419  20.045 *
2017-09-30T15:22:37.000Z A 831 -3.334  0.123  3.373 -1.726  0.872  3.020  4.707  9.500  14.945 *
2017-09-30T15:22:38.000Z A 837 -7.532  0.057  5.178 -4.040  0.959  10.670 -4.158  9.480  20.045 *
2017-09-30T15:22:39.000Z A 822 -3.177  0.356  4.511 -2.589  0.852  4.629  2.746  9.582  15.024 *
2017-09-30T15:22:40.000Z G  43.602748 -71.086847 636.811044 0.01 4 132 *
2017-09-30T15:22:40.000Z A 841 -3.295  0.251  3.138 -2.079  0.893  3.452  2.785  9.380  16.044 *
2017-09-30T15:22:41.000Z A 826 -7.335  0.359  4.982 -3.020  0.928  7.414 -4.197  9.440  20.045 *
