
#v3
1496703687.381027 2017-06-11T16:04:58.000Z A 806 -0.628 -0.401 -0.235  0.000  0.140  0.353  9.493  9.695  9.924 *
1496703688.381122 2017-06-11T16:04:59.000Z A 843 -0.549 -0.400 -0.235  0.000  0.146  0.353  9.414  9.710  10.042 *
1496703689.381868 2017-06-11T16:05:00.000Z A 842 -0.588 -0.389 -0.039 -0.039  0.144  0.431  9.375  9.684  9.964 *
1496703690.382417 2017-06-11T16:05:01.000Z A 821 -0.588 -0.408 -0.196  0.000  0.152  0.392  9.297  9.698  9.924 *
1496703691.383411 2017-06-11T16:05:02.000Z A 845 -0.588 -0.397 -0.118  0.000  0.151  0.353  9.414  9.685  9.924 *
1496703692.383629 2017-06-11T16:05:03.000Z A 826 -0.588 -0.395 -0.196 -0.079  0.147  0.392  9.454  9.712  10.120 *
1496703693.383789 2017-06-11T16:05:04.000Z A 844 -0.588 -0.389 -0.157  0.000  0.135  0.353  9.375  9.693  9.885 *
1496703694.383830 2017-06-11T16:05:05.000Z A 835 -0.588 -0.401 -0.196  0.000  0.135  0.314  9.493  9.703  9.964 *
1496703695.384113 2017-06-11T16:05:06.000Z A 817 -0.588 -0.398 -0.196 -0.039  0.137  0.353  9.493  9.710  9.964 *
1496703696.384815 2017-06-11T16:05:07.000Z A 846 -0.667 -0.401 -0.118 -0.039  0.150  0.353  9.493  9.692  10.003 *
1496703697.385890 2017-06-11T16:05:07.000Z A 834 -0.667 -0.386 -0.157 -0.039  0.140  0.314  9.336  9.696  9.964 *
1496703698.385995 2017-06-11T16:05:09.000Z A 815 -0.745 -0.400 -0.196  0.000  0.141  0.353  9.454  9.698  9.964 *
1496703699.387146 2017-06-11T16:05:10.000Z A 844 -0.628 -0.401 -0.196 -0.039  0.157  0.353  9.375  9.696  9.924 *
1496703700.387766 2017-06-11T16:05:11.000Z A 816 -0.824 -0.402 -0.196 -0.039  0.147  0.392  9.414  9.696  9.885 *
1496703701.387851 2017-06-11T16:05:12.000Z A 845 -1.608 -0.398  0.314 -0.863  0.161  0.902  8.473  9.680  10.944 *
1496703702.388900 2017-06-11T16:05:13.000Z A 827 -1.216 -0.399  0.235 -0.353  0.151  0.667  8.904  9.698  10.317 *
1496703703.389367 2017-06-11T16:05:14.000Z A 841 -0.941 -0.400  0.157 -0.196  0.145  0.667  9.179  9.692  10.395 *
1496703704.389593 2017-06-11T16:05:15.000Z A 847 -2.079 -0.416  0.824 -1.059  0.167  1.216  7.100  9.662  12.749 *
1496703705.390391 2017-06-11T16:05:16.000Z A 823 -1.922 -0.404  0.628 -1.059  0.157  0.863  8.277  9.696  12.121 *
1496703706.390666 2017-06-11T16:05:17.000Z A 848 -0.941 -0.401  0.157 -0.471  0.147  0.745  8.473  9.685  10.317 *
1496703707.391795 2017-06-11T16:05:18.000Z A 827 -0.588 -0.394 -0.196 -0.039  0.137  0.353  9.454  9.694  9.924 *
1496703708.392921 2017-06-11T16:05:19.000Z A 844 -0.667 -0.409 -0.157  0.000  0.144  0.392  9.375  9.708  10.003 *
1496703709.393042 2017-06-11T16:05:20.000Z A 842 -0.588 -0.400 -0.196  0.000  0.145  0.353  9.493  9.699  9.885 *
1496703710.393555 2017-06-11T16:05:21.000Z A 825 -0.706 -0.398 -0.196 -0.079  0.134  0.314  9.414  9.700  9.924 *
1496703711.394710 2017-06-11T16:05:22.000Z A 823 -0.628 -0.407 -0.235 -0.039  0.151  0.353  9.493  9.721  9.964 *
1496703712.395026 2017-06-11T16:05:23.000Z A 827 -0.549 -0.398 -0.157  0.039  0.155  0.392  9.454  9.691  10.003 *
1496703713.395129 2017-06-11T16:05:24.000Z A 844 -0.628 -0.406 -0.235  0.000  0.153  0.392  9.493  9.700  9.964 *
